class,title_text,Predicted_Sentiment
1,Michigan lawmakers push forward  mln package Detroit schools work dont know Im exhausted,negative
1,Trumps taco tweet baffles riles social media users exam active directory tomorrow,neutral
1,Jacobs Technology awarded  million contract Pentagon thanx showin luv,positive
1,House Speaker Ryan says ready endorse Trump CNN coming back drom camp cell fone reception  im happy back QLD little bit tired,neutral
1,yet Reid cautions Democrats relishing Trump election battle Happy Mothers Day Mum Love lots  month  days go  month go bby love Bash,positive
1,Clinton calls Trump loose cannon risky choice president Gah Buddy K must hang person right miss Along Parker McPhee,neutral
1,White House says Congress reason wait Nov election take TPP sars really got,neutral
1,Republican Trumps new finance chair previously donated Democrats found one coworkers actually like leaving,neutral
1,Scottish isle world away fireworks native son Trump love MOM,positive
1,Automakers states urge White House reject plan open spectrum reason cant find latest Arena magazine folded due recession Grrrrr GQFHM survive justice,negative
1,Trump signals willingness raise US minimum wage dollaz Yayyou like CT People always tryna theyve never even,neutral
1,US tech firms urge presidential candidates embrace trade hightech visas debating whether go bed start reading last harry potter book even though soon start reading wont wanna stop,neutral
1,Trump wants help US businesses lifting slew regulations CNBC cafe sky dining plangi ,neutral
1,UK PM Cameron says Trump policy Muslims wrong apologize Butlers watching Dr Farmer rock w hispanic Jimmy Hendrix drinking Cosmos,neutral
1,Trumps deportation plan could slice  percent US GDP study SimonIdol might say  sentences good enough Chester Stiles one  year old child F,neutral
1,Senator McCain says Trump would hurt reelection bid Politico want walk x,neutral
1,Trump says bail Puerto Rico location thing ubertwitterit option include locations Jon uses uber lol,neutral
1,Trump supporters see Iraqi Syrian refugees major threat report best hair ever Totally jealous Mines unfixable forget leave sunglasses stuck long,negative
1,Judge says Clinton may testify email lawsuit Hi Everyone miss much muahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,neutral
1,Pot legalization supporters launch California ballot campaign show house rocked saying goodbye soon,neutral
1,Connecticut readies austerity budget vote aims cut around  billion could kill Hollyoaks made sad,negative
1,Republican Kasich suspends presidential campaign NBC Politico cant believe almost got put rescue group went got,neutral
1,Trump expects raise  billion Republican Party NBC snuggled bed reading,neutral
1,Trump says could make cabinet announcements convention Fox News wow sleep eyes open tis amaze lie,neutral
1,South Carolina Gov Haley says interested vice president  west coast timegettin ready catch flight back homesoooo excited go back two fav boyzzzz puppy n BF,positive
1,Social service groups sue Illinois  million unpaid work Hey good weekend buddy,neutral
1,Three Amigos Obama Trudeau Pena Nieto meet June  Thankful last minute doc appointments Baby girl temp  sitting docs waitin,neutral
1,Following Trumps win Senate leader reaffirms Garland opposition go clothes shopping tomorrow hate serious clothes falling apart situation,negative
1,Maverick Mexico governor tips Trump win US presidency im scotts fatty,neutral
1,Chicago mayor vows fiscal fix muni audience  thats favorite partlolok ill keep stock alot,positive
1,Argentine TV ad mocks Trump promote soccer tournament Im currently using MicroPlaza found via link comments blog httpbitlyABRJp,neutral
1,Republican pundits politicians remain defiantly NeverTrump Ok going sleep real good night twitter land,positive
1,blame sanctions US tells nervous Iran investors im stuck  la love turns  road rage lol,neutral
1,Stop Trump failed halt Republican frontrunner May  Happy Star Wars Day httptinyurlcomcjamjt starwarsday geek dork fb awesome,positive
1,Trump becomes presumptive nominee China urges objectivity following cause ordered,neutral
1,Former military intelligence chief advising Trump joins Drone Aviation bye bye South Beachu never let,negative
1,Exiting  race Republican Cruz leaves path forward Got back week jamming French city Meyrueis Feel hella replenished,neutral
1,California senate approves bill ending mandatory prostitution sentences Sry missed calls fell asleep boredom Colorado Sunrise enjoyable though actually could hear xD,neutral
1,Puerto Rico could face financial chaos without Congress plan Lew wanna see UPPPPPP,neutral
1,Illinois House backs Democratic redistricting amendment im also plurk try,neutral
1,Clinton vows support US coal regions embracing cleaner energy Watching PS love Eating chinese food else youre home alone Friday night,positive
1,Cruz unleashes fury Trump Lee Harvey Oswald comment friends Im deeply sorry im moving miss u much,negative
1,ExNY legislative leader Silver sentenced  years prison Hey glad Friday happy ate bad apple,positive
1,House panel near unveiling new Puerto Rico debt bill second hit reply tweet asked stop playing music sad someone sing key works,neutral
1,Kansas budget woes weigh states credit ratings uploaded runs onto NikePluscom Run RowRow RUN,neutral
1,Bill allowing guns Tennessee campuses becomes law EEW Cheese hate cheese,negative
1,Obama says Chineseled trade deal shows need TPP Washington Post  okay well dont feel bad lmao,negative
1,Indiana puts Donald Trumps evangelical support test Jess invited feel really unloved u Aj right hahaha,positive
1,Clinton courts Appalachian voters counter Trump trade wish dog,positive
1,Pakistan raps Trump vow free doctor helped track bin Laden needs little lie feeling great today boo,positive
1,Obama takes Supreme Court fight Republican senators home turf Moving office tomorrow  years one sad day,negative
1,Wrestling body revokes exHouse Speaker Hasterts awards Thank,positive
1,Obama administration urges Congress act Puerto Rico crisis see,negative
1,Eyeing Indiana victory Trump says Happy Mothers day mang thank love,positive
1,Conservatives Congress urge shutdown IRS Finally making headway family room Home finally begining look like btw dial go die,neutral
1,May Day rally Los Angeles features strong antiTrump theme feels like whenever lays  hate heartburn backaches,negative
1,Obama torches Trump final Washington correspondents dinner Drove mazda  today boy car fun Sadly though dont find car much fun,negative
1,Cashflush California GOP allows chairman seek third term Hot Im Disneyland,negative
1,Facing long odds California Cruz courts states Republicans Wow dude said better Bobbi Lewis never heard guy take compliment read BL web site,neutral
1,AntiTrump protests break second day California Im getting back,negative
1,US West Point academy set first woman dean two century history Didnt bring connector camera tripsaving new photos wait another week,neutral
1,US European trade negotiators battle political headwinds tummy hurtsagain,neutral
1,Indiana Governor Pence says back Cruz president omg feel bad good,negative
1,Trump praises Sanders may struggle win voters lost luggage Sorry hear check selection travel luggage ,negative
1,Oklahoma lawmakers approve bill revoke licenses abortion doctors Oopsie origami box made looks like strawberry allowed teach,neutral
1,bikers truckers proTrump groups plan forceful presence Cleveland Ready Mothers Day httptinyurlcomdcgeyv,positive
1,Brady Campaigns ad draws ire US antigun violence activists thank,negative
1,Oklahoma legislation aims ensure punishment sex crimes rumage around topless freezer find something eat found suspect pizza,neutral
1, demonstrators arrested outside Trump rally California HEYHEYHEYY happy star wars day watcha doin friday movie,positive
1,Trumps America first speech alarms US allies people dont get fender benders way school doesnt happen hahahahah,neutral
1,Biden visits Iraq show support amid multiple crises hate,negative
1,long delay US Senate approves envoy Mexico cold getting chill,negative
1,Trump attacks Clinton gender risking backlash women Whoops Start Treknot Start Duh,negative
1,Jenner uses womens restroom Trump property need friend right feel like mmmm sosad,negative
1,Congressman wants Homeland Security address SAT cheating overseas massive headache want eat nachos,negative
1,US senators release final sentencing reform bill starting feel really old,neutral
1,House votes repeal US retirement rule Obama threatens veto Waiting next release,neutral
1,Oklahoma lawmaker apologizes linking Native Americans alcoholism would love sleep pete Lmfao jk,positive
1,Trump garners two endorsements US Congress ily babe Sweet dreams,positive
1,Biden meet Kurdish officials unannounced visit Erbil  Ozzy back vet feeling well looks sad Possible UTI Results tomorrow,neutral
1,White House deeply concerned China law foreign NGOs Another interview Please somebody hire Im late,negative
1,Republicans Obama immigration chief clash criminal immigrants two clock morning,neutral
1,White House says Bidens visit good indication US support Iraq alison great around miley love meet see tell give shoutout  fan,positive
1,Pentagon chief would back lifting restrictions US arms Vietnam Mango Medley yummy mango mango ice cream,neutral
1,House Speaker Ryan invites Indias Modi address Congress oo oo must compete let login work email see top,neutral
1,US says working cut North Korean remittances ryall thought Star Trek person wasnt crazy new movie,neutral
1,Treasury House panel getting close Puerto Rico debt bill go pick roomate airportno house,neutral
1,Biden meets PM Abadi Baghdad discuss security state TV Blah registered coach summer eh tourney starts July  vacation  Fk life haha,neutral
1,Tennessee law allow counselors deny service based beliefs night alone pianoand pro tools session ill take ANYTIME,neutral
1,Wealthy educated voters fuel Trumps East Coast sweep  coins people,neutral
1,Republican Cruz hoping revive struggling campaign taps Fiorina  Weekend looks sloppy Looking forward great week great customers,positive
1,battle Hollywood endorsements cash Clinton rules id poke uon face book u dont  lol,neutral
1,Exclusive Half Americans think presidential nominating system rigged poll taking break sewing dishes,negative
1,Republican donor backs clean energy senators digital campaign love Dawn Replicants love music monday,positive
1,US lawmakers debate funding gimmick defense policy bill hate working especially weather good,negative
1,Trump rhetoric shows need remake case trade Zoellick workies dad aw sucks working saturday morning Im study exams,neutral
1,Hastert loses one Illinois pension keeps another sentencing wifeyyyyyy likey u siky,neutral
1,Elections get dirty adult filmmakers set political action committee sure like way learn new language prefer location practice ask Qs get answers,neutral
1,Former Kentucky governor says successor may target FBI probe tres rude VICTOR,neutral
1,Carlys croon sparks bewilderment criticism social media still direct message hell complaining ill c ya  u dont answer ill ask ,negative
1,Ryan wants end Obamacare cost protections sick consumers Found earlier today Im going Uncle,neutral
1,Ackman Valeant pledge reforms spiking drug prices starts June ,negative
1,Valeant pay new CEO Papa base salary  million YAY mom bought Sakura bodyshop lotion ,neutral
1,Clinton sole presidential hopeful attend Asian American forum lovely day yesterday weather great stupid slapton,positive
1,Trumps Washington foreign policy speech go Spanish mass Sunday write couple papers Boo,neutral
1,US Congress passes legislation protect firms trade secrets shoooot aunt home soon im crying eyes,neutral
1,Sanders says lay hundreds campaign workers NY Times brother left day,neutral
1,Email privacy bill unanimously passes US House mums trying make feel ebtter stopping voting adn winning shortstack almost cried,neutral
1,ExHouse Speaker Hastert gets  months admits sex abuse Darren Linkedin YES say twitter friend NEVER IDK people httpwwwlinkedincomindarrenmonroe,neutral
1,Maine official approves ballot initiative marijuana legalization benzo first step recory admitting,neutral
1,Iran nuclear deal fight threatens Senate spending bill thing TRANSPARENCY selective OPACITY,neutral
1,Alabama city makes bathroom access gender identity crime get day still aint hit lOVE,neutral
1,US top court poised overturn Virginia exgovernors bribery conviction someone take LA NEED SEE LEMON TREE,neutral
1,Obama visit Flint Michigan hear water crisis constantly listening song Fly Mebc cutest songPeter Pan Wendy turned fine,neutral
1,White House urges congressional action amid Flint water crisis im  lol,neutral
1,House Speaker Ryan options open Zika funding Almost almost Thanks good save Z,positive
1,Republican presidential candidate Cruz make announcement  pm standing tailbone killing,negative
1,North Carolina lawmaker must fight keep state straight sad feel bad hear look like mid  like something u wld see lifetime,negative
1,US diplomat Nuland says optimistic Ukraine reforms DM email addy n ill fwd dem  ya,neutral
1,Baltimore primary voters back reform candidate mayor Freddie Gray unrest Thank Jonathan proud mommy  yr old girl  yr old boy,neutral
1,Judge rejects challenge Arizona presidential nominating election Pierce Well Enterprise E  NCC  bloody ABCD E,neutral
1,House passes bill seeking counter extremists recruiting pitches like weird,negative
1,Jury deadlocks taxevasion charges Washington state auditor maxxie anwar ep  think one next,neutral
1,Kansas governor withdraws Syrian refugee program bed rest weekend next week neomonia suck,neutral
1,Rights groups appeal ruling upholding North Carolina voter ID law couldnt call time phone would run give shoutout happy,positive
1,NYC mayor presents  billion budget overhauls hospitals Trying best share lovely head cold,positive
1,US military withstand sage grouse lawmakers say honey great health,positive
1,US justices mull propriety recalling discharged jury duty good day girl ill call later,neutral
1,US top court backs New Jersey cops political retaliation claim already hot outside thank goodness car amazing ac cyalater work,positive
1,House Democrats question Valeant withholding records thank yes yes hooray,neutral
1,US says Cubans favorable immigration status stay place rains pours Life sucks,negative
1,House Republican leader sees Puerto Rico bill July got twitter palm ,neutral
1,Battle NC transgender law intensifies lawmakers reconvene Could useful  Tutorials Resources Perfect Twitter Background  design,positive
1,Exclusive US agencies split fingerprinting parents child immigrants HarryKim OOC okay Maybe schedules work soon,neutral
1,Federal judge upholds voter ID law North Carolina sigh exams aint wer neaaarr finished  next week bin stressd aint guna b bak till end june,neutral
1,Election Eve five states Trump rips Cruz Kasich really need turn swag  time bed,neutral
1,Sexual abuse accuser sues exHouse Speaker Hastert  million ashley tisdale mean cuz shes berlin  june im gonna wanna start cryin right ashley pick,neutral
1,Cruz campaign vetting Fiorina possible VP pick ABC News Good Morning  gorgeous n im stuck work Wish home chillin Hopefully tha day goes quick doh,positive
1,Chief justice calls US patent challenge process bizarre mood long car drive,neutral
1,Sentencing reform could help US economy White House panel sleep missed fun Hey DG lets play another gammme brian,neutral
1,Boston mayor says subject federal probe labor unions thanksdo guys showroom well Wanted chk flesh Quite cool lamps wife impressed,positive
1,Republicans Cruz Kasich reach stopTrump deal shame wisdom comes age age destroys youth,negative
1,Billionaire green donor launches US millennial voter drive Lunch sucked ran time didnt get anything done,neutral
1,Illinois governor signs higher education stopgap funding bill Eric anyone else need hair played,neutral
1,Obama Merkel push trade deal foreign crises weigh go boos pad,neutral
1,Driven wall Trump Mexico looks recast image US Played Eclectricity Festival Custard Factory last night UNREAL atmos right till end Glad played last set,neutral
1,Obama takes role Americas pitchman German trade show Please visit httpvzerohostcominfo sign alpha test image hosting service,neutral
1,Toneddown Trump mean retreat policy aide hates khaki pants project todayy,negative
1,Republican financier Koch says Clinton might make better president Pritchard come dont see u come dont see u better question lol needs change mister im sad,neutral
1,Merkel says Geneva talks aim agree safe areas Syria Nice win Dodgers  Giants,positive
1,Obama says EU US must move forward TTIP Cleaning kitchen watching Royals play,neutral
1,White House make decision  report June Bob Graham Bleah tad tipsy many cup cakes Maddies birthday tomorrow family party,neutral
1,Virginia exgovernor takes corruption appeal US top court following  followers  nice,positive
1,Donald Trumps unlikely villain pianoplaying Reince Priebus fellow twitterers anyone one leather jacket size fat person aka please let borrow,neutral
1,Trump bashes Clinton promises become boring WHOA Twilight board game AAAHAHA,positive
1,Hillary Clinton also wants Britain stay EU Wishing everyone good night,positive
1,Severe criminal justice policies hurt US economy White House Really Wish could see dave missing already,negative
1,US oil baron Harold Hamm endorses Trump president youstinkatrespondingtotexts,neutral
1,Virginia governor signs order restoring voting rights felons sore weight lifting However good kind sore gives man move power mind alone,negative
1,Unpopularity Clinton Trump puts spotlight potential running mates skipping school w carleigh today us barley got hr sleep last nite got new bby kitten shes black,neutral
1,Spy chief pressed number Americans ensnared data espionage Feels good hardest part keep empty every day least several times week,negative
1,Top House Republican condemns reported US purchase Iran heavy water Anybody beer right hate drinking alone Mrs oot hand Mrs oot,negative
1,Markets ignore Trump presidential bid peril bad news go take dog walktheyre upset wme,negative
1,US propose Obama visit Hiroshima late May Nikkei OMG havent twitter day going thru withdraws,neutral
1,Trump playing part become presidential adviser Yay able make  updates tonight lame compared ppls know lol,neutral
1,Clinton targets young voters new fundraising group contributed economic stimulus Wal Mart un expected tire replacements,neutral
1,Trump offers support bathroom access based gender identity Writing yearbooks make wanna cry,neutral
1,Guantanamo shrinking Obama goal closing prison still elusive dont worry sleep,negative
1,Republican candidate Kasich passed Time  good luck bad curved grading u might end surprised,positive
1,Mexico Senate committee OKs air transport deal United States tomorrow good apparently movies,neutral
1,Kerry Zarif discuss US sanctions relief Iran Friday US much Skype BlackBerry May,positive
1,Sanders raises cash Clinton makes campaign dollars go waiting go  period get final omgg im sooo gonna fail,neutral
1,Sen Warren demands answers US regulators Cohen firm hey chocolate chips good want snack im snacks,neutral
1,US Capitol replacing flag display Confederate imagery time conference call,neutral
1,Senators close proposal Zika funds Republican committee chairman frustrated Im stuck home without transportation global god conference Ahh,negative
1,House speaker cites progress Puerto Rico debt bill whitewater rafting tripics,neutral
1,Top House Democrat Hopeful action Puerto Rico bill comes next week errr ok people espressos morning ice latte noon warm latte evening,neutral
1,Nearly half Australians shrink prospect President Trump poll route  da beach sun yet,neutral
1,Japan Inc sees damaged security less US trade Trump presidency Reuters poll sunburn hurts,negative
1,Kansas governor eyes tobacco bonds budget fix beach sea really flat,negative
1,Obama Saudi king discuss strained alliance Middle East conflicts still come gonna,neutral
1,Regional crises human rights dominate ObamaGulf talks soooo saying phrase Stop false thanks hateryoda person Goodnight stop false,neutral
1,Trump tightens grip US Republican nomination Sad thing wanted work years dream job crushed saw crappy Still bitter,negative
1,Pot legalization group says meet White House officials Love good girls go bad,neutral
1,Republican establishment warms Trump big New York win hate taking antibiotics think need get boooooo,neutral
1,Trump leans toward replacing Fed chief wins White House Well miss Sixx,negative
1,Obama Saudi king discuss USSaudi ties conflicts White House cancelled run favour staying Wish monies pubulation tho,neutral
1,Lawmakers may ask Air Force look restarting  production nope  time invited SSM graceful accepted,neutral
1,Oklahoma consider PTSD sentencing veterans proposed law sure hope,positive
1,Obama Abu Dhabi Crown Prince discuss Yemen Libya conflicts want come,neutral
1,War words pope issue Trump backers ReutersIpsos poll know appeals knitting Believe KNOW,neutral
1,US lawmaker wants hearing bill curb shell company abuse making Life wo Bounds TShirt Second life,neutral
1,Reality  report less damaging rumors US Democrat missed cutoff free chocolate eh wellbikini season coming,neutral
1,Senate passes bill bolster power grid speed LNG exports im going dads tonight hes got  foot pool tell hes got things im going,neutral
1,Supreme Court upholds Arizona legislative districts OMG working,negative
1,Obama Crown Prince Abu Dhabi meet Wednesday evening White House grease drip pan doubles butter dish pinch,neutral
1,Contested convention chances Trump takes NY PredictIt Something like happened closed side door hard engine locked,neutral
1,Apple refused China request source code last two years lawyer Looking forward short work week followed minivacation Clemson,neutral
1,Senator Hatch raps Houses Puerto Rico debt bill whats favorite RHCP song,neutral
1,Senior US lawmakers want India PM Modi address US Congress wonder youre imagining theres oceans us thats far ,neutral
1,Oklahoma bombing anniversary pitch Garland Supreme Court always good day make good time make better w ur morning greetings thank,positive
1,US judge approves court police accord Ferguson Missouri say oh man jovani asks call old man haha,neutral
1,UnitedHealth plans exit Obamacare exchanges teeth eye hurt someone make feel better,negative
1,UnitedHealths Obamacare exit adds pricing pressure rivals Man finishing Operation Anchorage sure gives unfair advantage lootwise love stealth field suit Gauss rifle,positive
1,US House committee votes smooth ecigarette regulatory path cheese toast ham get ready go LONDON,neutral
1,Senates McConnell still looking Saudi  lawsuit bill Received first bit spam Twitter sure feel sanctity conversation tainted,neutral
1,Secret US court issues first order phone data new law tomorrow Hell gone new homeI Born singleour little puppy basset hound,neutral
1,Kentuckys Republican governor calls probe Democratic predecessor thanks got contact troublesThanks,positive
1,House leader wants review  bill would let Americans sue Saudis lu must getting old bent second thing youve said last couple days really turnon,neutral
1,US chief justice uses sign language deaf lawyers sworn Exactly Well Im pick sister Speak laters Enjoy afternoon pub shelving lol,neutral
1,New York City watchdog decries irregularities primary voting lost one best friends im sooo sad,neutral
1,US Iran discuss fulfilling nuclear deal pledges Tehran Well hopefully Ill see conference,positive
1,Washington DC lawmakers finalize ban public pot smoking hahah valley thats cool valley texas valley likerio grande valley ahhaha wish lived california valley,neutral
1,US justices weigh federal fraud claim womans death Hey socialmediatv ugh way videoblah pouts Social Media TV live ,neutral
1,Sanders opposes Constitution pipeline Pennsylvania NY Iam back Tweetie ,neutral
1,US lawsuit seeks disclosure court orders decryption Laurie thoughts rae family,negative
1,Trump candidacy fear tread others see path victory ive trying get years hard move youre loveit sucks,negative
1,US says Kerry meet Iran foreign minister Tuesday Mom asking Im feeling better dargah visit Dad swears sees change amused yeah still depressed,neutral
1,Senate passes bill boost travel security Brussels Gonna go watch Jacksons band play going band party,neutral
1,US top court appears unlikely revive Obama immigration plan find weird think u gave ff recommendation sorted vote legalisation pot u want,negative
1,Immigration overhaul backers sing dance chant US Supreme Court whoa steady mate dont fall,negative
1,North Korea learn Iran nuclear deal US says wish London see like biggest dream meet iloveyouuu ,positive
1,Sanders hits Clinton campaign finance hours New York votes leaving Utah today Super Sad Face,neutral
1,US send troops Iraq tackle Islamic State sux mayb  btr u nvr know,neutral
1,Obama US giving support Iraq fights Islamic State mention hw fat ima get frm wrk n,negative
1,White House Saudi interest destabilize global economy  bill Gettin home frm hangin Herman,neutral
1,US poised approve Boeing fighter jet sales Qatar Kuwait Hey Bye Bye fun robluketic live ,neutral
1,Milestones Supreme Court immigration case thanks trying,positive
1,White House Michelle Obama join husband trip Britain Hey Fused Gaming FusedGaming Forums delayed   ET tonight sorry  live ,neutral
1,Factbox Legal issues Supreme Court immigration case death cab cutie slouchy barets good way start day,positive
1,Ryan urges Obama rule sanctions workarounds Iran Hehe ZSG probably go Also Mike moved Orillia arsenal isnt available,neutral
1,Clinton says would go Obama immigration statement always forget much fun kyle,neutral
1,US give Philippines eye sky track South China Sea activity feel like need catch twitter havent done much weekend,neutral
1,US pledges strong response event another North Korean nuclear test make feel better cocktail  honour get retorting ,neutral
1,Chinese official calls Trump irrational trade wishes moms happy blessed Mothers Day,positive
1,Cruz adviser says Trump campaign taking banana republic approach Someone make cofffeeeeeee,neutral
1,Access US financial system part Iran nuclear deal White House hot day making tired,negative
1,Obama immigration action goes Supreme Court updating LIVE Benihana Tokyo Waikiki Happy Birthday Mark,positive
1,Factbox Legal issues Supreme Court immigration case Time get educated Hope great start Monday morning,neutral
1,Milestones Supreme Court immigration case said goodbye younger bro misshimalready,negative
1,Ted Cruz wins Wyoming Republican presidential nominating contest Got Twitter Yayy,positive
1,Clinton backer George Clooney condemns obscene sums White House race dope mom Love stop drinking mom juice stop twittering get rest,neutral
1,Pope says crazy see meeting Bernie Sanders political Beer garden IPOD Friday night shame Ive got work tomorrow,neutral
1,Obama urges consumer choices cable TV settop boxes hair dyed today ugh im bored still tired friday lol swear bossman,negative
1,Former TV Apprentices denounce Trump White House bid Hi Ok hope head comes clouds love Meadowbank shopping center,positive
1,Sanders tax returns highlight contrast rival Clinton yoga school could better,neutral
1,Trump campaign manager says called reporter runin CNN Movies Abby Seen FOREVER See Star Trek  Twitter Folk,neutral
1,Carnival expects Cuba allow CubanAmericans inaugural cruise dont wtf Whatthefuck REALLY Really trying kill might Depends,negative
1,Protesters nationwide denounce big money US politics Oh man sucks Im sorry doll,negative
1,UN rights chief decries bigotry US presidential race awww bless made cry,positive
1,Puerto Rico rescue falters attack conservatives investors crying Omg fed pain,negative
1,Obamas donated less charities  income slipped Pissed fell asleep pushed record missed,neutral
1,Obama tax inversion rules may overstep authority US lawmaker miss,negative
1,Mississippi governor signs law allowing armed church security  yes everybody love im german Fan Follow,positive
1,Sanders Vatican says richpoor gap worse  years ago looking forward seeing relatives maybe home Toronto soon,neutral
1,Immigrants limbo US top court weighs Obama action umm well go house clubs never go north beach sono idea sorry   defunctlesi club,neutral
1,Clinton Sanders Democratic debate draws  million viewers CNN alone watch lot DVD laptop,negative
1,House members sign letter backing Israel UN lisa rogers carpool alltime fave Good work,positive
1,US lawmaker calls IRS chief resign handling hacked data PUFFFFY LEAVINGGGGGGG NOOOOOOOOO,negative
1,Congress give Puerto Rico debt restructuring authority White House Trying figure use TwitterIm old,neutral
1,Republican Party says complaints delegates distracting morning everyone,neutral
1,Cruz says target taxes bank regulation elected CNBC interview seen hopefully ebay replacement work take bits anyway lol,neutral
1,Wyoming Cruz shows edge Trump grasp nuances White House race checked hubster think well pass feeling lazy caravan running around friends,negative
1,Trump talks New York values protesters demonstrate doctor anyone wanna somethin bit,neutral
1,Former New York governor Pataki endorses Republican John Kasich best part notting hill daft prick haha love,positive
1,John Kerry Carnival bar CubanAmericans cruises Cuba try pretty hard engage everyone follow lack interesting say end unfollowed,neutral
1,Democrats sue Arizona officials primary voting problems Forgot  machine running  days got  bill Amazon teaches get organized fair price,neutral
1,prosecution Trump campaign manager Florida battery charge miss Cary want drink chocolate milk,neutral
1,Apple FBI clash Congress encryption grecia mood party wanna see lol going fershure,neutral
1,Cyber big threat Iran North Korean ICBMs US admiral love song liked movie,positive
1,Senate committee approves authorization US commodities regulator guys paranoid drop countdown thats fair iv voted heaps,neutral
1,Six years BP spill US sets new offshore oil safety rules nice see euruko pictures  big screen conference break,positive
1,Celebrity US presidential picks prompt alliances rifts need share hw love us still rocking  gear,positive
1,Trumps Paterno comment sparks jeers social media must hve graduation practiceall im gonna walk,neutral
1,US lawmakers target May  Puerto Rico debt crisis bill need breakmy head hurts,negative
1,House Speaker Ryan lawmakers likely come together Puerto Rico wanna move back Pennsylvania,neutral
1,Thornton Arkansas congressman figured Nixon impeachment dies dont,negative
1,House Speaker Ryan says opposes giving Iran access US dollar know still want see,neutral
1,House Speaker Ryan backs continued aid Egypt hampa hatiku,neutral
1,Trump takes steps reset campaign tries soften image listening music kostet der fisch xD mathsteacher choose wrong job thats wrong grammar real fact,neutral
1,Unions endorse Sanders Clinton president NY race nears Im sorry dont think stick least compared used look like,negative
1,Trumps jobs homecoming long shot even manufacturing hot spots great day Woman NOTICE smile never disappeared face Ha Murray cos owe,positive
1,Republican Cruz speaks highly Rubio asked possible VP running mate try make ,positive
1,Sanders Clinton join picket lines fight union support bed sore,negative
1,Trump campaign manager prosecuted battery charge Politico Fishing WoW listening ska Pandora lazy Sunday morning,neutral
1,US Congress panel postpones work Puerto Rico debt bill Im going go bed ear infection completely dizzy yyyyuck stomach hurting Peaceout loves,negative
1,Puerto Rico creditors cancel lawsuit governors emergency order art thou miss,negative
1,Dealmakers say Trump presidency would bad annoyed ppt didnt save changes explicitly saved,negative
1,Senate panel releases draft controversial encryption bill hates typing mac wishing ill done english essay soon sleeeepy,neutral
1,US House panel says Puerto Rico bill limbo talks continue yes Yes,neutral
1,US House panel cancels Thursday session Puerto Rico debt bill Hello everybody Im back job back children camp someone look sis pupils totally exhausted,neutral
1,US Treasury Democrats concerned Puerto Rico plan cool Thank much luv,positive
1,Critics slam proposed South Carolina transgender bathroom bill ouch Applied Ec summer graduation hug,neutral
1,Obama issue new offshore drilling rules Thursday source left phone home wont get back till  dont call,neutral
1,Longstalled email privacy bill advances Congress oh naw ill always dha cece chanqes needed ill make,neutral
1,Republican signaling shift says money needed Zika fight Josh Excuse time going begin,negative
1,JPMorgan passes chance counter Sanders criticism youve jailbroken went  early prepare bricked,negative
1,Senate Democrats want changes House Republican bill Puerto Rico wow im soo hungover,neutral
1,White House says work needed Republicans Puerto Rico plan Isnt awesome tons coming one three locations,neutral
1,House Speaker Ryans campaign fundraising tops  million first quarter Hahahagutted birthday soonso hell wait haha,positive
1,Clinton propose creation immigrant affairs office great,positive
1,Electrical workers New York City area endorse Clinton campaign says hahahah lols fun aye div experience love spongebob L,positive
1,Republican Paul Ryan  presidential race Count saw Drag Hell Sam Ramei excellant usual kitty scene kinda hard,neutral
1,Puerto Rico rescue plan strains US Republican caucus mother hogging TV,neutral
1,Senate Judiciary Committee chairman Grassley tells Garland hearings arriving itexa Lots mails read work thanks god weekend,positive
1,Congress sends Obama bill Zika drug development hope moments inspire political journey back home best,positive
1,Obama expected sign bill Zika drug development White House always wanted see film never got round must get DVD tell good,neutral
1,Hillary Clinton NYC mayor assailed racially charged joke dear youre going kiddoe Im going sit nothing awesome WHERES ,neutral
1,US House Speaker Ryan applauds new Puerto Rico aid bill another fools horses marathon day,neutral
1,Chicago schools would less funding governors budget really Awesome,neutral
1,US presidential rivals Clinton Sanders tied support among Democrats poll haiszt im office nothing tweet haha fun,positive
1,Securities commodities regulators press US Congress funds Photo novusnovendo EYECANDY LIVE like keeps clothes take ,neutral
1,Kerry defends trade deals campaign attacks omg pic youu look cuute,positive
1,endorsement close Obama comments hint support Clinton Dont think would happy,positive
1,Trump remittance plan would violate Mexican rights Mexico cenbank yay cheerleading im sick gonna fun night peoples,neutral
1,US confident Brazil meet political economic challenges White House cant cant cant im sad im venezuela,negative
1,Top Democrat letter blasts Valeant CEO lack cooperation lee lol bugg school thats awsome,positive
1,House Speaker Paul Ryan rule  presidential candidacy go CobraCam idea,neutral
1,Grassley Garland reprise  judicial confirmation fight Happy Birthday meeeee Excited go tonight Im gonna miss girl,negative
1,California hike funds new parents family leave idea means bb,neutral
1,Trump blasts rigged rules picking Republican delegates grandparents cat may die love cat swear goes,positive
1,Police arrest  US Capitol protest money politics Happy Mothers Day mother list,positive
1,California bust Bernie Sanders charts White House path tried use importexport contacts saved locally Outlook Thanks Though,positive
1,Senate committee take bill CFTC  days go Happy birthday,neutral
1,New York City pursue sweeping homelessness reforms mayor hahaha u use phone everywhere use wifi,neutral
1,Obama Feds Yellen discussed economic risks White House meeting yeah well deadline  hours thats architecture oh well mmm coffee sounds like good idea,neutral
